"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"BFC","2020-12-16","132","133","129","131","0.00","14430"
"BFC","2020-12-15","130","133","129","131","0.00","6736"
"BFC","2020-12-14","130","132","128","131","0.01","10627"
"BFC","2020-12-13","132","134","130","130","0.00","5512"
"BFC","2020-12-10","130","134","124","130","-0.02","17548"
"BFC","2020-12-09","132","132","130","132","0.00","6442"
"BFC","2020-12-08","136","137","130","132","-0.03","15386"
"BFC","2020-12-07","137","137","132","136","0.01","7562"
"BFC","2020-12-06","138","138","133","135","-0.02","3563"
"BFC","2020-12-03","140","140","136","138","-0.01","14965"
"BFC","2020-12-02","138","142","136","140","0.00","23889"
"BFC","2020-12-01","140","141","138","140","-0.01","18601"
"BFC","2020-11-30","142","147","140","142","0.01","23602"
"BFC","2020-11-29","136","143","136","140","0.01","42518"
"BFC","2020-11-26","141","142","138","138","-0.02","22831"
"BFC","2020-11-25","140","144","139","141","0.01","15353"
"BFC","2020-11-24","139","142","137","140","-0.01","29917"
"BFC","2020-11-23","142","142","137","141","-0.01","27987"
"BFC","2020-11-22","149","149","139","142","0.00","39806"
"BFC","2020-11-19","142","143","139","142","0.00","21175"
"BFC","2020-11-18","145","145","140","142","0.00","16977"
"BFC","2020-11-12","143","147","141","144","--","8923"
"BFC","2020-11-11","146","148","142","142","-1.39","19989"
"BFC","2020-11-10","139","147","139","144","-1.37","41099"
"BFC","2020-11-09","147","148","143","146","0.00","24089"
"BFC","2020-11-08","146","147","145","146","1.39","19404"
"BFC","2020-11-05","149","149","144","144","-2.04","7780"
"BFC","2020-11-04","146","151","142","147","2.08","59133"
"BFC","2020-11-03","141","146","140","144","2.13","12547"
"BFC","2020-11-02","144","145","141","141","-1.40","10513"
"BFC","2020-11-01","144","148","142","143","-2.05","3713"
"BFC","2020-10-29","147","147","144","146","-0.68","12115"
"BFC","2020-10-28","147","150","144","147","0.68","12669"
"BFC","2020-10-22","142","148","142","146","2.82","11522"
"BFC","2020-10-21","153","153","141","142","-2.74","7101"
"BFC","2020-10-20","134","149","134","146","3.55","12872"
"BFC","2020-10-19","132","142","132","141","2.17","9347"
"BFC","2020-10-18","143","143","137","138","-2.13","12047"
"BFC","2020-10-15","145","151","139","141","-1.40","11421"
"BFC","2020-10-14","142","150","136","143","0.70","13559"
"BFC","2020-10-13","154","154","142","142","-3.40","33249"
"BFC","2020-10-12","160","160","146","147","-4.55","43802"
"BFC","2020-10-11","157","161","147","154","2.67","99191"
"BFC","2020-10-08","132","151","132","150","8.70","162491"
"BFC","2020-10-07","135","140","131","138","3.76","27391"
"BFC","2020-10-06","127","139","127","133","0.00","24937"
"BFC","2020-10-05","130","134","123","133","2.31","16640"
"BFC","2020-10-04","138","140","130","130","-4.41","23180"
"BFC","2020-10-01","141","141","131","136","0.74","24656"
"BFC","2020-09-30","134","135","128","135","-0.74","19527"
"BFC","2020-09-29","129","143","129","136","0.74","25105"
"BFC","2020-09-28","139","145","134","135","1.50","53267"
"BFC","2020-09-27","122","133","113","133","9.92","69525"
"BFC","2020-09-24","127","127","113","121","0.00","28165"
"BFC","2020-09-23","113","121","111","121","2.54","16296"
"BFC","2020-09-22","116","127","116","118","-3.28","19299"
"BFC","2020-09-21","132","132","114","122","-3.17","18899"
"BFC","2020-09-20","121","127","121","126","8.62","64543"
"BFC","2020-09-17","101","116","101","116","9.43","29083"
"BFC","2020-09-16","103","108","103","106","-1.85","3095"
"BFC","2020-09-15","103","111","103","108","2.86","10806"
"BFC","2020-09-14","109","109","105","105","0.96","9655"
"BFC","2020-09-13","107","107","104","104","-2.80","12712"
"BFC","2020-09-10","101","107","101","107","0.94","4036"
"BFC","2020-09-09","105","109","103","106","0.95","922"
"BFC","2020-09-08","102","106","102","105","-1.87","1015"
"BFC","2020-09-07","101","107","101","107","0.94","9672"
"BFC","2020-09-06","99","107","99","106","1.92","6438"
"BFC","2020-09-03","110","110","102","104","-0.95","8843"
"BFC","2020-09-02","104","107","102","105","0.96","14799"
"BFC","2020-08-31","95","106","95","104","5.05","5551"
"BFC","2020-08-30","102","100","97","99","-2.94","420"
"BFC","2020-08-27","99","104","99","102","-1.92","3615"
"BFC","2020-08-26","96","106","96","104","2.97","18553"
"BFC","2020-08-25","101","103","101","101","0.00","1127"
"BFC","2020-08-24","97","105","97","101","-0.98","2750"
"BFC","2020-08-23","100","105","99","102","0.00","4379"
"BFC","2020-08-20","100","102","99","102","3.03","3640"
"BFC","2020-08-19","100","102","98","99","0.00","9659"
"BFC","2020-08-18","97","101","97","99","-2.94","6240"
"BFC","2020-08-17","101","104","100","102","2.00","2785"
"BFC","2020-08-16","96","100","96","100","-0.99","4478"
"BFC","2020-08-13","101","103","100","101","-1.94","3580"
"BFC","2020-08-12","108","108","98","103","0.00","838"
"BFC","2020-08-11","94","106","94","103","5.10","6854"
"BFC","2020-08-10","97","102","96","98","-3.92","5596"
"BFC","2020-08-09","95","104","94","102","3.03","11399"
"BFC","2020-08-06","93","102","92","99","5.32","3336"
"BFC","2020-08-05","98","98","93","94","-5.05","72865"
"BFC","2020-08-03","97","102","97","99","1.02","2656"
"BFC","2020-08-02","100","101","98","98","-2.97","15289"
"BFC","2020-07-30","100","102","99","101","0.00","266"
"BFC","2020-07-29","101","105","101","101","-1.94","5806"
"BFC","2020-07-28","104","104","100","103","-0.96","8106"
"BFC","2020-07-27","98","104","98","104","4.00","5684"
"BFC","2020-07-26","106","106","97","100","-6.54","16262"
"BFC","2020-07-23","102","107","101","107","7.00","2208"
"BFC","2020-07-22","100","102","100","100","1.01","1855"
"BFC","2020-07-21","100","103","99","99","-2.94","8211"
"BFC","2020-07-20","110","112","98","102","-2.86","15436"
"BFC","2020-07-19","103","105","103","105","3.96","100"
